brand,model,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
mercedes-benz,e-class,2005,120005,Diesel,Individual,Automatic,Second Owner,11.0,2987.0,198.5,456.17,5.0,2800.0,800000
maruti,alto,2012,16830,Petrol,Individual,Manual,First Owner,20.2,998.0,67.1,90.0,5.0,3500.0,260000
mahindra,bolero,2013,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,1500.0,500000
renault,kwid,2017,38000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91.0,5.0,4250.0,325000
mahindra,bolero,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,1500.0,400000
toyota,fortuner,2018,50000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,420.0,7.0,2600.0,3200000
tata,indica,2007,50000,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,85.0,5.0,2500.0,200000
mahindra,quanto,2013,52000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,240.0,7.0,2800.0,450000
tata,indigo,2012,50000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,132.44,5.0,2500.0,229999
hyundai,eon,2016,30000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,340000
mahindra,bolero,2014,103000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,550000
volkswagen,jetta,2010,80000,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,147.15,5.0,3800.0,225000
tata,indigo,2012,35000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,140.0,5.0,3000.0,259000
toyota,fortuner,2018,60000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450.0,7.0,2400.0,3200000
mahindra,xuv500,2018,30000,Diesel,Individual,Manual,First Owner,16.0,1997.0,140.0,320.0,7.0,2800.0,1400000
ford,figo,2015,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,136.0,5.0,4250.0,416000
tata,manza,2011,70000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,200.0,5.0,3000.0,250000
tata,manza,2010,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,200.0,5.0,3000.0,210000
mahindra,scorpio,2008,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290.0,8.0,2800.0,290000
tata,indigo,2012,90000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,140.0,5.0,3000.0,220000
maruti,omni,2018,30000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,59.0,8.0,2500.0,260000
hyundai,creta,2018,70000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7,5.0,2750.0,1050000
maruti,swift,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,550000
tata,indigo,2017,70000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,135.0,5.0,2500.0,450000
honda,city,2016,65000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,145.0,5.0,4600.0,773000
tata,tiago,2017,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,450000
maruti,eeco,2019,10000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,5.0,3000.0,409999
nissan,teana,2014,80000,Petrol,Individual,Automatic,Second Owner,11.07,2496.0,179.5,228.0,5.0,4400.0,600000
chevrolet,beat,2010,63000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,250000
tata,indica,2008,100000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,122.62,5.0,2500.0,70000
maruti,wagon,2018,16589,Petrol,Trustmark Dealer,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,430000
honda,city,2016,53201,Petrol,Trustmark Dealer,Manual,Second Owner,17.8,1497.0,117.3,145.0,5.0,4600.0,675000
maruti,baleno,2017,25272,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197.0,81.8,113.0,5.0,4200.0,570000
maruti,vitara,2017,53619,Diesel,Trustmark Dealer,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,850000
ford,ecosport,2018,6001,Petrol,Dealer,Manual,First Owner,15.9,1496.0,120.69,149.0,5.0,4500.0,640000
tata,indigo,2013,80000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,135.0,5.0,2500.0,250000
renault,duster,2018,12000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,245.0,5.0,1750.0,1250000
hyundai,i20,2017,40000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,750000
maruti,swift,2010,130000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,320000
skoda,yeti,2011,202000,Diesel,Individual,Manual,First Owner,17.67,1968.0,138.08,320.0,5.0,2500.0,600000
maruti,ciaz,2018,40000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200.0,5.0,1750.0,1000000
maruti,zen,2000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,78.0,5.0,4500.0,110000
honda,city,2008,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,124.59,5.0,2700.0,250000
maruti,swift,2015,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,600000
maruti,alto,2006,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62.0,5.0,3000.0,120000
maruti,800,2003,90000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,59.0,4.0,2500.0,65000
maruti,alto,2006,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,150000
hyundai,accent,2004,160000,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,187.0,5.0,2500.0,170000
hyundai,accent,2005,100000,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,187.0,5.0,2500.0,100000
maruti,ertiga,2013,60000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,599000
chevrolet,cruze,2010,135000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,327.0,5.0,2600.0,250000
maruti,swift,2016,90000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,570000
volkswagen,polo,2013,75000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,180.0,5.0,2000.0,440000
toyota,innova,2005,185000,Diesel,Individual,Manual,Second Owner,11.4,2494.0,100.6,200.0,7.0,3400.0,300000
nissan,micra,2015,71717,Petrol,Individual,Automatic,Second Owner,19.34,1198.0,76.0,104.0,5.0,4400.0,300000
mahindra,scorpio,2011,150000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,290.0,8.0,2800.0,500000
maruti,swift,2016,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,660000
ford,fiesta,2012,90000,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,146.0,5.0,3400.0,256000
renault,kwid,2018,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91.0,5.0,4250.0,409999
toyota,fortuner,2015,120000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,343.0,7.0,3400.0,1888000
hyundai,santro,2011,100000,LPG,Individual,Manual,Second Owner,10.0,1086.0,62.1,96.1,5.0,3000.0,250000
honda,civic,2009,40000,Petrol,Individual,Automatic,Third Owner,12.9,1799.0,130.0,172.0,5.0,4300.0,280000
mahindra,xylo,2010,100000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,220.0,8.0,2600.0,300000
tata,safari,2016,120000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320.0,5.0,3000.0,900000
maruti,zen,2014,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90.0,5.0,3500.0,190000
mahindra,bolero,2019,2000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,1500.0,800000
mahindra,scorpio,2012,100000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200.0,8.0,2200.0,450000
mahindra,xylo,2015,110000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,218.0,7.0,2600.0,400000
tata,indigo,2011,84321,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,140.0,5.0,3000.0,200000
mahindra,xuv500,2013,177000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,600000
tata,indica,2010,60000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,190.0,5.0,1750.0,175000
tata,indigo,2008,205000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,99000
hyundai,i10,2008,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,215000
maruti,omni,2011,70000,Petrol,Individual,Manual,Third Owner,,,,,,,190000
renault,duster,2013,126000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,248.0,5.0,2250.0,520000
ford,endeavour,2016,120000,Diesel,Individual,Automatic,Second Owner,10.91,3198.0,197.0,470.0,7.0,2500.0,2280000
tata,indica,2015,70000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,135.4,5.0,2500.0,285000
mahindra,tuv,2017,82000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,660000
maruti,800,2004,110000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,4.0,2500.0,31504
maruti,swift,2015,45000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,115.0,5.0,4000.0,515000
nissan,sunny,2012,70000,Diesel,Individual,Manual,Second Owner,21.64,1461.0,84.8,200.0,5.0,2000.0,295000
nissan,terrano,2015,80000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,700000
mahindra,scorpio,2017,45000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280.0,7.0,2800.0,1100000
hyundai,eon,2017,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,94.14,5.0,3500.0,300000
maruti,swift,2013,41800,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,114.0,5.0,4000.0,450000
maruti,estilo,2010,132000,Petrol,Individual,Manual,Second Owner,,,,,,,135000
maruti,swift,2017,50000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,700000
ford,figo,2012,40000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,250000
maruti,wagon,2009,96000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,140000
mahindra,xylo,2012,117000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260.0,8.0,2200.0,250000
hyundai,i10,2011,110000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,210000
honda,amaze,2014,100000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,420000
maruti,alto,2007,88700,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,130000
nissan,sunny,2012,70000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,134.0,5.0,4000.0,320000
maruti,wagon,2010,110000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,84.37,5.0,3500.0,200000
maruti,alto,2016,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,310000
mahindra,verito,2012,80000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,160.0,5.0,2000.0,200000
maruti,ritz,2014,50000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114.0,5.0,4000.0,350000
hyundai,eon,2018,15000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,444000
datsun,redigo,2017,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,72.0,5.0,4386.0,300000
mahindra,verito,2011,57000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,160.0,5.0,2000.0,225000
mahindra,bolero,2012,75000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,600000
maruti,eeco,2013,26000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,5.0,3000.0,260000
hyundai,xcent,2015,160000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,180.4,5.0,2500.0,375000
maruti,alto,2010,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,150000
maruti,alto,2014,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,110000
maruti,alto,2012,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,225000
toyota,etios,2011,90000,Diesel,Individual,Manual,Third Owner,,,,,,,400000
maruti,esteem,2005,120000,Petrol,Individual,Manual,Third Owner,,,,,,,93000
honda,city,2017,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,145.0,5.0,4600.0,860000
maruti,swift,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,650000
hyundai,verna,2016,40000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,219.7,5.0,2750.0,710000
ford,figo,2017,113000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,430000
maruti,swift,2011,188000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,305000
ford,figo,2011,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,220000
mahindra,tuv,2017,67000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,660000
chevrolet,beat,2011,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,150.0,5.0,1750.0,140000
toyota,corolla,2015,50000,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,173.0,5.0,4000.0,1100000
jaguar,xf,2013,60000,Diesel,Individual,Automatic,First Owner,16.36,2179.0,187.7,450.0,5.0,2000.0,2450000
volkswagen,ameo,2017,34000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,250.0,5.0,3000.0,625000
honda,city,2004,110000,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,128.51,5.0,4600.0,198000
hyundai,santro,2001,71000,Petrol,Individual,Manual,Second Owner,,,,,,,60000
honda,city,2012,100000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,146.0,5.0,4800.0,540000
hyundai,grand,2017,10000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,550000
maruti,celerio,2018,30000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,90.0,5.0,3500.0,475000
audi,q3,2017,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,174.33,380.0,5.0,2500.0,2825000
honda,civic,2020,5500,Diesel,Dealer,Manual,First Owner,26.8,1597.0,118.0,300.0,5.0,2000.0,2125000
bmw,x1,2018,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,190.0,400.0,5.0,2500.0,3350000
toyota,innova,2018,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,360.0,8.0,3400.0,1800000
hyundai,santro,2018,7000,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,99.0,5.0,4500.0,540000
force,gurkha,2018,20000,Diesel,Dealer,Manual,First Owner,17.0,2596.0,80.8,230.0,5.0,2000.0,910000
maruti,celerio,2019,4875,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,90.0,5.0,3500.0,484999
hyundai,creta,2020,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,259.9,5.0,2750.0,1950000
ford,figo,2015,105000,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,365000
mahindra,thar,2018,26235,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,247.0,6.0,2000.0,900000
tata,nexon,2017,26766,Diesel,Dealer,Manual,First Owner,21.5,1497.0,108.5,260.0,5.0,2750.0,919999
mg,hector,2020,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,250.0,5.0,3600.0,1900000
mercedes-benz,new,2018,46000,Diesel,Dealer,Manual,First Owner,15.8,2148.0,170.0,412.02,5.0,2000.0,2950000
mahindra,marazzo,2019,23000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,300.0,7.0,2500.0,1075000
maruti,swift,2017,24522,Petrol,Dealer,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,600000
bmw,3,2017,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,400.0,5.0,2500.0,3200000
skoda,octavia,2019,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968.0,141.0,320.0,5.0,3000.0,2600000
maruti,vitara,2016,63000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,839000
volkswagen,polo,2019,2000,Petrol,Dealer,Manual,First Owner,16.2,1199.0,74.0,110.0,5.0,4300.0,635000
mahindra,scorpio,2014,300000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,290.0,8.0,2800.0,550000
mahindra,logan,2011,190000,Diesel,Individual,Manual,Third Owner,19.2,1461.0,65.0,156.96,5.0,2000.0,180000
honda,city,2015,80000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,650000
maruti,alto,2015,54000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,265000
maruti,eeco,2019,5000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,7.0,3000.0,395000
mahindra,tuv,2015,58945,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,700000
ford,figo,2012,90000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,300000
maruti,ertiga,2013,160000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,625000
volkswagen,polo,2014,80000,Diesel,Individual,Manual,Second Owner,15.11,1598.0,103.6,250.0,5.0,2500.0,425000
maruti,800,2004,50000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,4.0,2500.0,55000
mahindra,bolero,2015,156975,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,9.0,2200.0,459999
toyota,corolla,2017,5000,Diesel,Individual,Manual,First Owner,21.43,1364.0,86.79,205.0,5.0,2800.0,1594000
chevrolet,sail,2014,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,108.5,5.0,5000.0,300000
mahindra,scorpio,2013,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290.0,9.0,2800.0,484999
mahindra,xylo,2009,120000,Diesel,Individual,Manual,Third Owner,14.0,2498.0,112.0,260.0,8.0,2200.0,161000
hyundai,i20,2015,58000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000.0,500000
nissan,sunny,2012,50000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,134.0,5.0,4000.0,350000
maruti,ignis,2017,40000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,113.0,5.0,4200.0,550000
honda,wr-v,2018,7800,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,110.0,5.0,4800.0,850000
maruti,alto,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,240000
ford,endeavour,2011,68000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,330.0,7.0,1800.0,950000
maruti,ertiga,2015,60000,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,130.0,7.0,4000.0,423000
tata,indigo,2005,74000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,117.72,5.0,3500.0,90000
tata,new,2011,58000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,320.0,7.0,2700.0,350000
maruti,a-star,2011,70000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,90.0,5.0,3500.0,170000
ford,figo,2015,70000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,5.0,4000.0,450000
hyundai,santro,2002,80000,Petrol,Individual,Manual,Third Owner,,,,,,,75000
hyundai,i20,2016,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,511000
tata,indica,2018,110000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,140.0,5.0,3000.0,250000
maruti,celerio,2020,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,90.0,5.0,3500.0,420000
maruti,alto,2014,55000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,180000
maruti,celerio,2015,25000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,125.0,5.0,2000.0,400000
ford,figo,2016,143200,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,500000
jeep,compass,2017,60000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350.0,5.0,2500.0,1689999
nissan,micra,2012,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,204999
maruti,ciaz,2014,145000,Diesel,Individual,Manual,Second Owner,26.21,1248.0,88.5,200.0,5.0,1750.0,459999
hyundai,grand,2019,8000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,585000
ford,endeavour,2012,170000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,330.0,7.0,1800.0,551000
maruti,swift,2013,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,525000
maruti,omni,2012,62000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,59.84,5.0,3000.0,160000
mahindra,xuv500,2014,110000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,825000
hyundai,santro,2007,137000,CNG,Individual,Manual,First Owner,,,,,,,127000
chevrolet,tavera,2015,80000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,171.0,9.0,1800.0,600000
maruti,zen,2002,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,78.0,5.0,4500.0,65000
maruti,swift,2013,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,550000
mahindra,bolero,2015,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,1500.0,650000
maruti,swift,2019,24000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,750000
mahindra,kuv,2017,80000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,380000
hyundai,verna,2012,138000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,400000
maruti,wagon,2003,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90.0,5.0,3500.0,50000
mahindra,tuv,2017,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,750000
chevrolet,spark,2011,80000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3,5.0,4200.0,150000
tata,manza,2013,189000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,200.0,5.0,3000.0,260000
volkswagen,vento,2014,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,250.0,5.0,2500.0,411000
hyundai,i20,2014,56000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,219.6,5.0,2750.0,450000
bmw,3,2012,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,380.0,5.0,2750.0,1300000
maruti,celerio,2016,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,351000
mahindra,xuv500,2012,130000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,550000
bmw,3,2013,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,380.0,5.0,2750.0,1300000
nissan,terrano,2015,35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,800000
tata,new,2011,156000,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,320.0,7.0,2700.0,350000
maruti,alto,2013,90000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,200000
tata,indigo,2008,60000,Diesel,Individual,Manual,Third Owner,17.0,1405.0,70.0,132.44,5.0,2500.0,150000
nissan,terrano,2016,36000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,248.0,5.0,2250.0,800000
tata,new,2011,160000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,320.0,7.0,2700.0,350000
mahindra,scorpio,2006,185000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,277.62,9.0,2200.0,250000
tata,indica,2010,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0,2500.0,170000
renault,kwid,2018,10800,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,395000
maruti,ignis,2019,15000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,113.0,5.0,4200.0,500000
tata,sumo,2012,67500,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,1128.15,10.0,2500.0,200000
tata,hexa,2017,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400.0,7.0,2500.0,1200000
mahindra,kuv,2016,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,400000
mahindra,tuv,2016,100000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,650000
mahindra,bolero,2016,150000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,1500.0,550000
maruti,alto,2012,30000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,254999
maruti,alto,2011,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,180000
mahindra,xylo,2010,255000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,220.0,8.0,2600.0,160000
chevrolet,optra,2008,120000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,305.0,5.0,2000.0,225000
maruti,alto,2015,49900,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500.0,270000
datsun,go,2015,71850,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,104.0,5.0,4000.0,225000
fiat,grande,2015,95000,Diesel,Individual,Manual,Third Owner,21.2,1248.0,75.0,197.0,5.0,1750.0,300000
maruti,swift,2008,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298.0,85.8,114.0,5.0,4000.0,250000
hyundai,eon,2011,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,180000
maruti,swift,2015,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115.0,5.0,4000.0,550000
mahindra,bolero,2007,120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,180.0,7.0,1500.0,300000
